name,price
"Barilla Ready Pasta, Fully Cooked Penne Pasta, Non-GMO & Kosher",$1.28
Quaker Rice Cakes Everything Flavor 14-0.42 Oz,$3.99
"M&M'S Peanut Milk Chocolate Candy, Full Size, 1.74 oz Pouch",$1.89
Ole Xtreme Wellness Gluten Free Tortillas,$5.99
"LIFE SAVERS Gummy Candy, Wild Berries, 7 oz Bag",$2.99
Toasteds Crackers Savory Onion,$4.49
"Hamburger Helper Pasta Meal Kit, Deluxe Beef Stroganoff",$1.68
Quaker Popped Apple Cinnamon Rice Crisps,$3.49
"Gatorade Protein Bars, Cookies And Cream, 6-2.8 oz",$9.99
"Hormel Chili, No Bean, Coney Island",$2.99
Trident Sugar Free Cinnamon Gum 3 - 14 Stick Packages,$4.49
ORBIT Sweet Mint Sugar Free Chewing Gum Multipack,$4.99
Cheez-It Snap'd Cheese Cracker Chips Double Cheese,$6.99
Del Monte Sliced Yellow Cling Peaches In Heavy Syrup,$2.49
"Mars Snickers & M&M's Fun Size Peanut Lover Chocolate Candy Variety Pack, Party Size",$12.99
"Hamburger Helper Cheesy Ranch Burger, Creamy & Cheesy Sauce",$1.68
"Bob's Red Mill Almond Flour, Super-Fine",$18.99
Simply Organic Ceylon Cinnamon,$9.99
Ghirardelli Semi-Sweet Chocolate Premium Baking Bar,$4.99
"Keebler 10"" Graham Ready Crust",$3.99
Chick-Fil-A Garden Herb Ranch Dressing,$5.99
Quaker Instant Oatmeal Lower Sugar Maple & Brown Sugar 8 Count,$2.99
SKITTLES Original Chewy Candy Party Size,$14.99
Keebler Sandies Family Size Shortbread Pecan Cookies,$5.48
Pringles Mingles Puffed Snacks Dill Pickle And Ranch,$4.49
Milky Way Bars - 2 CT,$2.99
"SKITTLES Wild Berry Chewy Candy, Sharing Size, 15.6 oz Bag",$5.99
"STARBURST FaveReds Fruit Chews Chewy Candy, Sharing Size, 15.6 oz Bag",$5.99
Del Monte Tender Petites Very Young Small Sweet Peas,$1.99
"Werther's Original, Creamy Caramel Filled Classic Hard Caramel",$9.99
"KIND Protein Bar, Almond Butter Dark Chocolate With Peanuts, 5-1.76 oz",$9.99
"5 GUM Peppermint Cobalt Sugar Free Chewing Gum, 35 Stick Pack",$4.99
Cheez-It Snap'd Cheese Cracker Chips Cheddar Sour Cream and Onion,$3.98
La Banderita Carb Counter Keto Certified Street Taco Flour Tortillas,$3.49
KIND Mini Dark Chocolate Sea Salt,$7.99
Cheez-It Snap'd Cheese Cracker Chips Double Cheese,$3.98
"Sister Schubert's Dinner Yeast Rolls, 20Ct",$9.77
Kellogg's Frosted Mini Wheats Cocoa,$3.48
"Rana Fettuccine, Chicken Carbonara",$5.99
StarKist Gourmet Selects Tuna Jalapeno,$1.24
"Ghirardelli Sauce, Sea Salt Caramel",$8.99
"Utz Potato Chips, Honey Barbeque Flavored, Family Size",2 / $7.00
"EXTRA Gum Peppermint Sugar Free Chewing Gum, Single Pack",$1.99
"Schar Bagels, Everything, Gluten Free",$7.99
New York Texas Toast Cheese & Garlic Croutons 5 oz,$2.99
"Tostitos Tortilla Chips, Hint of Queso",$4.99
Toasteds Crackers Rosemary and Olive Oil,$4.49
Hidden Valley Originals Southwest Chipotle Dressing,$4.19
Kellogg's Gripz Mini Cheese Crackers Cheez-It Original 12 Count,$7.99
"Kodiak Breakfast Bars, Cinnamon Oat & Apple, Soft-Baked Sandwich, 4-1.76 oz",$6.49
Stacy's Simply Naked Bagel Chips,$4.99
Lifesavers Mints Wint O Green Sugar Free,$2.99
Cheetos Crunchy Flamin' Hot Limon,$3.29
Russell Stover Assorted Crèmes Milk & Dark Chocolate Candy Gift Box,$11.99
RXBAR Protein Bars Coconut Chocolate 5 Count,$8.99
Cheetos XXtra Flamin' Hot Crunchy Cheese Flavored Snacks,$3.29
Takis Extreme Blue Heat Tortilla Chips Fiesta Size 17 oz,$5.99
"Mott's Mighty Honeycrisp Apple Applesauce, 12 Pack",$7.98
"Frito Lay Simply Puffs, White Cheddar 8.-0.875",$5.98
Butterfinger Minis Share Size,$6.99
Canyon Bakehouse Gluten Free Deli White Bagels 4 Pre-Sliced,$8.49
Tic Tac Mints Orange 200 Ct,$4.79
"LIFE SAVERS Gummy Candy, 5 Flavors, Sharing Size, 14.5 oz Bag",$5.99
"ORBIT Gum Bubblemint Sugar Free Chewing Gum, 55 Piece Bottle",$4.69
"M&M'S Classic Mix of Peanut, Peanut Butter & Milk Chocolate Candy, Sharing Size",$5.99
Contadina Tomato Sauce,$1.19
"M&M'S Peanut Milk Chocolate Candy, Share Size, 3.27 oz Bag",$2.99
"Kodiak Cakes Chocolate Chip Instant Oatmeal, 6-1.76oz. Packets",$5.99
Schar Bread Crumbs Gluten Free Wheat Free,$4.99
SweeTarts Soft & Chewy Ropes Cherry Punch,$5.49
Smucker’s Squeeze Sugar Free Strawberry Jam,$4.99
Cheetos Flamin' Hot Puffs Cheese Flavored Snacks,$3.29
Bush's Best Zero Sugar Added Baked Beans 27.5 oz,$2.99
"Entenmann's Little Bites Banana Muffins, 5 count",$2.99
Ruffles Jalapeno Ranch Flavored Potato Chips,$5.49
"Ferrero Candy, Assorted, Minis Size, Share Pack",$6.99
"Life Savers Hard Candy 5 Flavors, Party Size",$14.99
Jif Reduced Fat Creamy Peanut Butter,$3.28
"Stacy's Pita Chips, Parmesan Garlic & Herb, Sharing Size",$7.49
Kodiak Banana Muffin Mix,$5.79
"Storck Mamba Fruit Chews, Strawberry/Raspberry/Orange, Party Size",$13.99
Jif Creamy Peanut Butter,$4.29
Life Savers Fruity Variety Hard Candy Sharing Size,$5.99
Welch's Reduced Sugar Concord Grape Jelly,$3.79
"1st Phorm Protein Meat Stick, Jalapeno Heat",2 / $5.00
Town House Pita Crackers Oven Baked Crackers Everything Flavor,$4.49
Kitchen Basics Unsalted Chicken Stock,$4.49
Simply Jif Creamy Peanut Butter,$3.28
"Famous Amos Classic Bite-Size Chocolate Chip Cookies, 12-1 oz",$6.49
KIND Thins Peanut Butter Dark Chocolate Bars 10-0.74oz.,$9.99
KIND Minis Caramel Almond & Sea Salt 10-0.7 oz Bars,$7.99
Hamburger Helper Cheesy Enchilada 7.5 Oz,$1.68
"Dave's Killer Bread Protein Bars, Organic, Peanut Butter Chocolate Chunk, Amped-Up, 4-1.9 oz",$8.99
Del Monte Pimiento Stuffed Spanish Queen Olives,$7.99
"Haribo Gummi Candy, Share Size",2 / $4.00
Milky Way Chocolate Bar,$1.89
Brownberry Grains Almighty Plant Protein Bread,$4.99
"Schar Chocolate Chip Muffins, 5Ct",$6.99
"Ole Mexican Foods Xtreme Wellness Tortillas, High Fiber Zero Net Carbs, 14Ct",$3.49
New York Texas Toast Croutons Caesar,$2.99
"Barilla Ready Pasta, Fully Cooked Elbows Pasta, Non-GMO & Kosher",$1.28
"Chomps Beef Stick, Jalapeño Medium",$2.59
Rana Chicken Marsala Linguine,$5.99
Frito Lay Simply Variety Pack Snacks 8Ct,$5.98
"Utz Potato Chips, Ripples, Sour Cream & Onion, Family Size",2 / $7.00
"KIND Breakfast Bars, Honey Oat 6-1.76 oz",$9.99
Orbit White Spearmint Sugarfree Gum,$3.99
Kernel Season's White Cheddar Seasoning,$3.69
"Trident Gum, Sugar Free, Bubblegum, 3 Packs",$4.49
Pringles Potato Crisps Chips Honey Mustard,$2.29
Keebler Chips Deluxe Milk Chocolate M&M's Cookies,$3.78
Starburst Original Family Size,$9.99
"Smartfood Popcorn, Nacho Cheese Flavored",$4.48
"3 MUSKETEERS Candy Milk Chocolate Bar, Full Size",$1.89
"M&M'S Caramel Milk Chocolate Candy, Sharing Size, 9.05 oz Bag",$5.99
"Screamin' Sicilian Pizza Co., Pepperoni Loaded Breadstix, 9Ct",$6.99
Kodiak Protein-Packed Crunchy Cookie Butter Granola Bars 6 pk,$5.68
Life Savers Pep O Mint Mints Party Size 44.93 oz,$14.99
"Funables Fruit Flavored Snacks, Paw Patrol 10-0.8 oz",$3.99
Russell Stover Caramels & Nuts,$12.99
Ruffles Party Size Queso Cheese Flavored Potato Chips,$5.99
Canyon Bakehouse Gluten Free Honey Whole Grain English Muffins 4Ct,$7.99
GoGo Squeez Applesauce On the Go Apple Apple 4Pk,$3.79
Smartfood Sweet & Salty Kettle Corn Popcorn,$4.48
Stacy's Everything Bagel Chips,$4.99
"ALTOIDS Cinnamon Breath Mints, Single Pack",$2.99
"Sister Schubert's Yeast Rolls, Parker House Style",$4.99
"M&M'S Milk Chocolate Candy, Full Size, 1.69 oz Bag",$1.89
"Tostitos Dip, Spicy Queso Flavored, Hot",$3.99
"Buffalo Wild Wings Sauce, Southwestern Ranch",$3.99
Mars Skittles & Starburst Fun Size Party Size,$12.99
Extra Refreshers Spearmint Chewing Gum,$3.99
Doritos Flamin' Hot Limon Tortilla Chips,$4.99
100 Grand Chocolate Bar,$1.79
M&M's M&M's Pretzel Milk Chocolate Candy Bag,$5.99
PopCorners Sweet Chili Corn Snacks,$4.99
"Dave's Killer Bread Protein Bars, Organic, Blueberry Almond Butter, Amped-Up, 4-1.9 oz",$8.99
Jolly Time Simply Popped Sea Salt 6-3 Oz,$4.99
Bob's Red Mill Arrowroot Starch / Flour,$6.99
Cheez-It Cheese Cracker Chips Double Cheese 12 Count,$7.99
Orbit White Peppermint Sugarfree Gum,$3.99
"Barilla Ready Pasta, Fully Cooked Gemelli Pasta, Non-GMO & Kosher",$1.28
Ghirardelli Chocolate 60% Cacao Bittersweet Chocolate Premium Baking Bar,$4.99
Hidden Valley Coleslaw Salad Dressing & Topping,$4.19
"Werther's Original, Classic Caramel Popcorn",$3.99
"Kodiak Cakes Oatmeal, Blueberries & Cream 6-1.76oz. Packets",$5.99
Hidden Valley Fat Free Ranch Dressing,$4.19
"Cheetos Mac'N Cheese, Bold & Cheesy Flavor",$1.49
Pop-Tarts Toaster Pastries Frosted Chocolatey Chip Pancake 8 Count,$2.99
Altoids Arctic Peppermint Mints,$2.99
1st Phorm Salted Caramel Level-1 Bar 2.22 oz,$2.99
Mother's Circus Animal The Original Frosted Cookies,$3.78
Funables Mixed Berry Fruity Snacks 10-0.8 oz,$3.99
"Life Savers Mints, Orange",$2.99
Tuna Helper Tuna Creamy 5.5 Oz,$1.68
Jolly Time Simply Popped Butter Minis 10-1.5 Oz,$4.99
Hellmann's Real Mayonnaise,$6.99
Cheez-It Cheese Crackers Original,$3.98
Hy-Vee One Step Purified Drinking Water 24Pk,$3.99
Hy-Vee Spring Water 24Pk,$4.99
"Diet Coke Soda Soft Drink, 12 Pack",$5.79
Gevalia Signature Blend Coffee K-Cups 12Ct,$9.99
"BUBBL'R Orange Dream Freez'r, 6Pk",$6.99
"Diet Coke Diet Soda Soft Drink, 24 Pack",$14.99
"Capri Sun Variety Pack: Fruit Punch, Strawberry Kiwi & Mixed Fruit Flavored Juice Drink, 30-6 fl oz",$9.49
BUBBL’R Pomegranate Acai Refresh'r Antioxidant Sparkling Water,$2.49
Hy-Vee Premium Distilled Water,$1.49
Hy-Vee Purified Water 40Pk,$5.99
Diet Pepsi 6 Pack,$6.99
"Kool-Aid Jammers Blue Raspberry Flavored 0% Juice Drink, 10ct Box",$3.35
Mountain Dew 12 Pack,$9.99
Diet Mountain Dew 12Pk,$9.99
Diet Mountain Dew 6Pk,$6.99
"Coca-Cola Soda Soft Drink, 12 Pack",$9.49
Diet Coke 6Pk,$6.59
Mountain Dew 24 Pack,$12.99
Michelob Ultra Superior Light American Lager Beer 24Pk,$27.46
Diet Pepsi 12 Pack,$9.99
Diet Pepsi 24 Pack,$12.99
Mountain Dew 6 Pack,$6.99
Pepsi 6 Pack,$6.99
Pepsi 12 Pack,$9.99
"Coca-Cola Soda Soft Drink, 24 Pack",$14.99
Diet Mountain Dew 24 Pack,$12.99
"Fresca Grapefruit Citrus Sparkling Soda Water, 12 Pack",$9.49
"Coca-Cola Zero Sugar Diet Soda Soft Drink, 12 Pack",$9.49
Dr Pepper Soda 12 Pack,$9.99
FairLife Core Power 26G Chocolate High Protein Milk Shake 12Pk,$36.99
Tito's Handmade Vodka,$32.37
Pepsi Soda 24 Pack,$12.99
Hy-Vee Purified Drinking Water,$1.49
Gatorade Zero Thirst Quencher Variety Pack 18 Pack,$13.88
Busch Light American Lager Beer 12oz 24 Pack Can,$18.68
Dr Pepper Soda 24 Pack,$11.99
"Sprite Lemon Lime Soda Soft Drinks, 12 Pack",$9.49
"Folgers Coffee, Classic Roast Ground, Medium",$15.94
Hy-Vee 100% Apple Juice No Sugar Added,$1.99
"Sprite Zero Lemon Lime Diet Soda Pop Soft Drink, 12 Pack",$9.49
Coca-Cola Soda Soft Drink 6Pk,$6.59
Coca-Cola Zero Sugar 24 Pack,$14.99
Gatorade Frost Glacier Freeze Sports Drink 8 Pack,$7.98
Coca-Cola Cherry Zero Sugar 12 Pack,$9.49
Pepsi Wild Cherry Zero Sugar Soda 12 Pack,$9.99
Aquafina Water 24 Pack,$5.49
Coors Light 24 Pack,$23.66
Miller Lite Beer 24 Pack,$23.66
BUBBL’R Triple Berry Breez'r Antioxidant Sparkling Water 6Pk,$6.99
Bud Light Beer 24 Pack,$24.46
Gatorade G Zero Sugar Grape 8 Pack,$7.98
Pepsi Zero Sugar 6 Pack,$6.99
Gatorade Zero Glacier Freeze 8 Pack,$7.98
Monster Energy Zero Ultra 12pk,$22.98
BUBBL’R Twisted Elix'r Antioxidant Sparkling Water 6Pk,$6.99
"Dasani Purified Water Bottles Enhanced With Minerals, 24 Pack",$4.99
"Sparkling Ice, Classic Lemonade Flavored Sparkling Water, Zero Sugar",4 / $5.00
"Sprite Lemon Lime Soda Soft Drinks, 24 Pack",$14.99
Gatorade G Series Fruit Punch Thirst Quencher 8 Pack,$7.98
"Sparkling Ice, Black Raspberry Flavored Sparkling Water, Zero Sugar",4 / $5.00
Hy-Vee 100% Orange Juice,$4.99
"7UP Zero Sugar Lemon Lime Soda, 6 Pack",$6.79
Sparkling ICE Zero Sugar Starburst Strawberry,4 / $5.00
Diet Pepsi 6 Pack,$3.99
Diet Pepsi Caffeine Free 6 Pack,$6.99
Gatorade Zero Sugar Thirst Quencher Orange 8 Pack,$7.98
Diet Dr Pepper Soda 24 Pack,$11.99
Mug Root Beer 12 Pack,$9.99
Gatorade G Zero Thirst Quencher Glacier Cherry 8Pk,$7.98
Core Power Complete Protein Milk Shake Chocolate,$3.59
Dr Pepper Zero Sugar 12 Pack,$9.99
Pepsi Zero Sugar 12 Pack,$9.99
BUBBL'R Peach Raspberry Dazzl'r 6Pk,$6.99
Gatorade G Series Cool Blue Sports Drink 8 Pack,$7.98
"Sparkling Ice, Black Cherry Flavored Sparkling Water, Zero Sugar",4 / $5.00
"Starry Zero Sugar Lemon Lime Soda, Caffeine Free 12Pk",$9.99
"Diet Coke Caffeine Free Soda Soft Drink, 12 Pack",$5.79
A&W Zero Sugar Root Beer Soda 12 Pack,$9.99
Mountain Dew Zero Sugar Zero Calorie Dew 12 Pack,$9.99
Wild Cherry Pepsi 6 Pack,$6.99
Wild Cherry Pepsi 12 Pack,$9.99
"Sparkling Ice, Cherry Limeade Flavored Sparkling Water, Zero Sugar",4 / $5.00
Mountain Dew Zero Sugar 6 Pack,$6.99
Premier Protein Chocolate High Protein Shake 12Pk,$26.99
Gatorade G Lemon Lime Sports Drink 8Pk,$7.98
Propel Grape Electrolyte Water Beverage 12Pk,$9.98
Pepsi Zero Sugar 24 Pack,$12.99
"7UP Zero Sugar Lemon Lime Soda, 12 Pack",$9.99
Hy-Vee Natural Spring Water,$1.49
"Dr Pepper Soda, 6 Pack",$6.79
Captain Morgan Original Spiced Rum,$29.99
"Diet Dr Pepper Soda, 6 pack",$6.79
Hy-Vee Natural Spring Water Fun Size 24Pk,$4.49
"Diet Coke Caffeine Free Soda Soft Drink, 6 Pack",$6.59
Gatorade G Series Fierce Grape Sports Drink 8 Pack,$7.98
Pure Leaf Unsweetened Iced Tea 12Pk,$14.99
"Gatorade Zero, Variety, 18Pk",$13.88
High Noon Sun Sips Variety 12 Pack,$23.99
Alani Nu Pink Slush Energy Drink,$2.48
Diet Pepsi Caffeine Free 12 Pack,$9.99
Diet Mountain Dew 6 Pack,$3.99
"Sparkling Ice, Sparkling Water, Zero Sugar, Orange Mango",4 / $5.00
Propel Kiwi Strawberry Electrolyte Water Beverage 12Pk,$9.98
Coca-Cola Mini 10Pk,$7.99
Hy-Vee Black Cherry Water Coolers,10 / $10.00
Core Power Complete Protein Milk Shake Vanilla,$3.59
"Simply Lemonade, All Natural Non-Gmo",$3.49
"Minute Maid Orange Juice Pulp Free, Fruit Juice Drink",$4.47
Gatorade G Series Perform Variety Sports Drink 18 Pack,$13.88
"Core Power Elite High Protein Shake, Chocolate, 42G",$4.99
Tropicana Pure Premium Original No Pulp Orange Juice,$7.99
Kim Crawford Marlborough Sauvignon Blanc White Wine,$12.99
BUBBL'R Antioxidant Wild Cherry Chill'r Sparkling Water 6Pk,$6.99
Gatorade G Zero Sugar Lemon Lime 8 Pack,$7.98
"Coca-Cola Cherry Soda Soft Drink, 12 Pack",$9.49
Gatorade G Series Orange Sports Drink 8 Pack,$7.98
Propel Variety Pack 18Pk,$16.99
"Sparkling Ice Sparkling Water, Zero Sugar, Fruit Punch",4 / $5.00
"Sparkling Ice Sparkling Water, Zero Sugar, Coconut Pineapple",4 / $5.00
"Sparkling Ice, Kiwi Strawberry Flavored Sparkling Water, Zero Sugar",4 / $5.00
Diet Coke Mini 10Pk,$7.99
BUBBL'R Watermelon Lime Smash'r 6Pk,$6.99
Mountain Dew Code Red 12 Pack,$9.99
Mountain Dew Baja Blast 12 Pack,$9.99
Hy-Vee 100% Orange Juice,$9.49
"Sparkling Ice, Lemon Lime Flavored Sparkling Water, Zero Sugar",4 / $5.00
Sprite Zero Lemon-Lime Soda 6Pk,$6.59
Red Bull Sugar Free Energy Drink 12Pk,$22.99
"Sprite Lemon Lime Soda Soft Drinks, 6 Pack",$6.59
"Sparkling Ice, Grape Raspberry Flavored Sparkling Water, Zero Sugar",4 / $5.00
Dr Pepper Soda Mini Cans 10 Pack,$6.99
"SVEDKA Vodka, 80 Proof",$12.99
Gatorade G Series Frost Glacier Cherry Sports Drink 8 Pack,$7.98
Gatorade G Zero Sugar Fruit Punch 8 Pack,$7.98
"Canada Dry Zero Sugar Ginger Ale Soda, 12Pk",$9.99
Smirnoff No.21 Red Vodka,$24.66
BUBBL’R Pitaya Berry Nect'r Antioxidant Sparkling Water 6Pk,$6.99
Hy-Vee Donut Shop Blend Single Serve Cups 48-0.37 oz ea.,$23.99
Coors Light Beer 15 Pack,$20.34
"Sparkling Ice +Caffeine, Citrus Twist Flavored Sparkling Water with Caffeine, Zero Sugar",$1.59
"Coca-Cola Zero Sugar Cherry Diet Soda Soft Drink, 6 Pack",$6.59
La Marca Prosecco Sparkling Wine,$16.99
BUBBL'R Antioxidant Sparkling Water - tropical dream'r 6pk,$6.99
"Dr Pepper Cherry Zero Sugar Soda, 12 Pack",$9.99
Sparkling ICE Zero Sugar Starburst Cherry,4 / $5.00
LaCroix Lime Sparkling Water 12 Pack,$5.99
Pepsi Mini 10 Pack,$6.99
"Sprite Lemon Lime Soda Soft Drinks, 10 Pack",$7.99
"Celsius Sparkling Energy Drink Variety Pack, Orange/Kiwi Guava/Wild Berry 12Pk",$19.98
"Sparkling Ice Purple Variety Pack, Flavored Sparkling Water, Zero Sugar, 12 Ct",$13.99
Mug Zero Sugar Root Beer Caffeine Free 12 Pack,$9.99
Wild Cherry Pepsi 24 Pack,$12.99
"Bubly Sparkling Water, Lime 8Pk",$5.29
"Alani Nu Energy Drink, Orange Kiss",$2.48
Powerade Zero Grape Sports Drink 8 Pack,$7.99
Propel Berry Electrolyte Water Beverage 12Pk,$9.98
"7UP Lemon Lime Soda, 12 Pack",$9.99
Diet Coke Bottled 8 Pack,$5.79
"Core Power Elite High Protein Shake, Vanilla, 42G",$4.99
Pepsi Made With Real Sugar 12 Pack,$9.99
"Gatorade Thirst Quencher, Zero Sugar, Cool Blue 8 Pack",$7.98
Anderson Erickson 1% Lowfat Milk Gallon,$4.59
"Gold Peak Unsweetened Black Iced Tea Drink, 6 Pack",$8.49
"Sparkling Ice, Pink Grapefruit Flavored Sparkling Water, Zero Sugar",4 / $5.00
Josh Cellars Chardonnay,$13.99
White Claw Black Cherry Hard Seltzer 12Pk,$17.99
Gatorade G Series Mixed Flavors 18 Pack,$13.88
Coca-Cola Soda Soft Drink 8Pk,$8.49
Kendall-Jackson California Chardonnay White Wine,$14.82
Mountain Dew Code Red 6 Pack,$6.99
Natural Bliss Vanilla Liquid Coffee Creamer,$5.99
Mountain Dew Zero Sugar Baja Blast 12 Pack,$9.99
Tito's Handmade Vodka,$17.12
Mott's 100% Original Apple Juice 6 Pack,$4.89
Premier Protein Vanilla High Protein Shake 12Pk,$26.99
Mott's 100% Original Apple Juice,$4.18
A&W Root Beer Soda 12 Pack,$9.99
LaCroix LimonCello Sparkling Water 12 Pack,$5.99
Sparkling ICE Zero Sugar Starburst Orange,4 / $5.00
"Rockstar Punched Energy Drink, Lime Freeze",3 / $5.00
Coffee mate Zero Sugar French Vanilla Liquid Coffee Creamer,$6.99
BUBBL’R Lemon Lime Twist'r Antioxidant Sparkling Water 6Pk,$6.99
BUBBL’R Pomegranate Acai Refresh'r Antioxidant Sparkling Water 6Pk,$6.99
"Carbliss Premium Cocktails Variety Pack, 8Pk",$18.99
Pure Leaf Tea Unsweetened 6PK,$6.99
Organic Valley Whole Milk,$5.49
"Sparkling Ice+ Caffeine, Black Raspberry Flavored, Zero Sugar",$1.59
Natural Bliss Sweet Cream Liquid Coffee Creamer,$5.99
A&W Zero Sugar Root Beer 6 Pack,$6.79
"Folgers Black Silk Ground Coffee, Dark Roast, 22.6 Oz. Canister",$15.94
Starbucks Unsweetened Iced Coffee,$6.99
Powerade Zero Mixed Berry Sports Drink 8 Pack,$7.99
"Starry Lemon Lime Soda, Caffeine Free 6Pk",$6.99
Hy-Vee Peach Water Coolers,10 / $10.00
Hy-Vee Half & Half,$2.49
Anderson Erickson 2% Chocolate Milk,$6.99
Hy-Vee Key Lime Water Coolers,10 / $10.00
"The Original Donut Shop Regular Keurig Single-Serve K-Cup Pods, Medium Roast Coffee, 32 Count",$18.99
"Celsius Essential Energy Drink, Sparkling, Vibe Variety Pack 12Pk",$19.98
Mountain Dew Zero Sugar 24 Pack,$12.99
"Minute Maid Lemonade Made W/ Real Lemons, 12 Pack",$9.49
Josh Cellars Cabernet Sauvignon,$14.99
Folgers Classic Roast K-Cup Pods 32-0.28 oz ea,$25.99
Black Velvet Canadian Whiskey,$22.99
Hy-Vee Club Soda,10 / $10.00
Premier Protein Cafe Latte High Protein Shake 12Pk,$26.99
Red Bull Energy Drink 12Pk,$22.99
Hy-Vee Breakfast Blend Coffee Single Serve Cups 48-0.31 oz ea.,$23.99
Hy-Vee Mixed Berry Water Coolers,10 / $10.00
Alani Nu Energy Hawaiian Shaved Ice,$2.48
Fresca Peach Soda 12 Pack,$9.49
"Sparkling Ice +Caffeine, Blue Raspberry Flavored Sparkling Water with Caffeine, Zero Sugar",$1.59
TopoChico Mineral Water 12 Pack,$13.99
Natural Light Beer 30 Pack,$20.46
Hy-Vee Peach Melba Water Coolers,10 / $10.00
"7UP Lemon Lime Soda, .5 L bottles, 6 pack",$6.79
Gatorade G Zero Berry,5 / $5.00
LaCroix Sparkling Water Pure 12 Pack,$5.99
"Barq's Root Beer Soda Soft Drink, 12 Pack",$9.49
Starbucks Pike Place Roast Medium Roast Ground Coffee K-Cups 32-0.44 oz. ea,$25.98
"Canada Dry Ginger Ale Soda, 12Pk",$9.99
"Gold Peak Sweet Tea, Zero Sugar, 12 Pack",$13.99
Sunkist Zero Sugar Orange Soda 12 Pack,$9.99
Pepsi Zero Sugar Wild Cherry 6Pk,$6.99
Lactaid 100% Lactose Free 1% Lowfat Milk,$4.98
"Dr Pepper and Cream Soda Zero Sugar, 12 Pack",$9.99
Rockstar Pure Zero Energy Drink Fruit Punch,3 / $5.00
"Gold Peak Sweet Tea, 12 Pack",$13.99
Ensure Original Nutrition Shake Milk Chocolate Ready-to-Drink 6Pk,$11.98
Hy-Vee Donut Shop Blend Single Serve Cup 100Ct,$38.99
Gatorade G Series Cool Blue Thirst Quencher 12 Pack,$9.29
Hy-Vee Unsweetened Vanilla AlmondMilk,$2.99
Dunkin Donuts Original Blend Medium Roast Ground Coffee,$11.88
Coffee Mate French Vanilla Sugar Free Liquid Coffee Creamer,2 / $7.00
"7UP Cherry Zero Sugar Soda 12P7UP Cherry Flavored Zero Sugar Soda, 12 Pack",$9.99
Lactaid 100% Lactose Free Reduced Fat Milk,$6.98
Milo's All Natural Famous Sweet Tea,$3.99
"Gatorade Variety Pack, Fruit Punch, Frost Glacier Cherry & Cool Blue 18Pk",$13.88
Hy-Vee Dark Roast Single Serve Cups 48-0.40 oz ea.,$23.99
"Sparkling Ice +Caffeine, Strawberry Citrus Flavored Sparkling Water with Caffeine, Zero Sugar",$1.59
Mug Root Beer No Caffeine Soda 6 Pack,$6.99
Keurig Dunkin Donuts Medium Roast Original Blend K-Cup Pods,$27.99
Hy-Vee 100% Calcium Fortified Orange Juice,$4.99
Platinum 7X Vodka,$18.99
Hiland 2% Reduced Fat Milk,$4.99
Dr Pepper Zero Sugar Soda 6 Pack,$6.79
Monster Energy Ultra Variety Pack 12Pk,$22.98
Diet Pepsi Cola,$3.49
"Sparkling Ice +Caffeine, Tropical Punch Flavored Sparkling Water, Zero Sugar",$1.59
"Bubly Sparkling Water, Cherry 8Pk",$5.29
"Sparkling Ice, Peach Nectarine Flavored Sparkling Water, Zero Sugar",4 / $5.00
LaCroix Pamplemousse (Grapefruit) Sparkling Water 12 Pack,$5.99
Alani Nu Cherry Slush Energy Drink 12 fl oz,$2.48
"LaCroix Strawberry Peach, Sparkling Water 12Pk",$5.99
Anderson Erickson Fat Free Skim Milk Gallon,$3.99
"Pepsi Zero Sugar, Wild Cherry & Cream 12Pk",$9.99
Diet Pepsi 8 Pack,$7.99
Lipton Diet Citrus Green Tea 12 Pack,$8.49
"Bubly Sparkling Water, Blackberry 8Pk",$5.29
Fris Danish Vodka,$13.98
Old Orchard 100% Juice Apple,$2.99
White Claw 12pk,$17.99
Chobani Extra Creamy Plain Oat Milk,$4.49
Fresca Black Cherry Soda 12 Pack,$9.49
Alani Nu Watermelon Wave Energy Drink 12 oz,$2.48
Hy-Vee Raspberry Water Coolers,10 / $10.00
Jim Beam Kentucky Bourbon,$42.99
"Poppi Prebiotic Soda, Wild Berry",3 / $5.00
Dunkin Donuts Original Blend in Canister,$23.99
Miller Lite 15 Pack,$20.34
Simply Orange Pulp Free Orange Juice,$4.98
Mountain Dew Baja Blast Soda 6 Pack,$6.99
Pepsi 8 Pack,$7.99
"White Claw Hard Seltzer, Variety Pack #3 12Pk",$17.99
Full Circle Organic Reduced Fat 2% Milk,$4.99
Organic Valley Reduced Fat 2% Milk,$5.49
"Gatorade Thirst Quencher, Zero Sugar, Strawberry Kiwi, 8 Pack",$7.98
Alani Nu Blue Slush Energy Drink 12 oz,$2.48
Pibb Xtra Cola 12Pk,$9.49
Anderson Erickson Whole Milk,$2.99
Coffee mate Duo Vanilla and Caramel Liquid Coffee Creamer,2 / $7.00
"Sparkling Ice, Strawberry Lemonade Flavored Sparkling Water, Zero Sugar",$1.29
Coffee Mate Italian Sweet Creme Liquid Coffee Creamer,$6.99
"Squirt Zero Sugar Grapefruit Soda, 12Pk",$9.99
"Sparkling ICE Starburst Watermelon Sparkling Water, Zero Sugar",4 / $5.00
Premier Protein Chocolate High Protein Shake 4Pk,$12.99
Jack Daniel's Old No. 7,$54.99
"Simply Orange Pulp Free Juice, 4 Pack",$5.49
